ZIP,date,confirmed_cases,new_confirmed_cases,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,median_non_home_dwell_time,median_percentage_time_home,population,Density_Per_Sq_Mile,cases_adjusted_by_pop,new_cases_adjusted_by_pop,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,stay_home_ratio,ave_new7_10after
91601,2020/5/1,5,0,1320,5344,642,677,5,99,37085,13994,0.000134825,0,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.056074766,0.25
91602,2020/5/1,10,1,533,5112,248,774,6,99,19358,9456,0.000516582,5.17E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.149193548,0
91604,2020/5/1,40,3,1174,5001,539,965,9,99,32117,6235,0.001245446,9.34E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.178107607,0.5
91606,2020/5/1,370,35,1589,4920,633,643,20,97,44476,13344,0.008319093,0.000786941,1,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.510268562,7.25
91607,2020/5/1,114,13,1330,4616,629,923,4,100,30873,12652,0.003692547,0.00042108,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.114467409,7
91702,2020/5/1,91,4,2173,5998,948,917,14,98,62348,368,0.00145955,6.42E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.292194093,3.5
91706,2020/5/1,89,6,2575,6049,1139,732,16,98,77342,5755,0.001150733,7.76E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.260755048,6.5
91711,2020/5/1,24,0,1400,4641,603,984,15,98,36854,2455,0.000651218,0,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.32172471,0.5
91723,2020/5/1,118,7,632,5674,272,871,12,99,18875,8125,0.006251656,0.000370861,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.323529412,2.75
91724,2020/5/1,14,1,1455,5421,566,929,24,97,26091,4184,0.000536583,3.83E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.570671378,0.5
91731,2020/5/1,160,12,780,4030,353,786,10,99,30139,7900,0.005308736,0.000398155,1,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.209631728,7.75
91733,2020/5/1,28,5,1297,6134,550,736,19,97,44968,6731,0.000622665,0.00011119,1,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.358181818,1.25
91741,2020/5/1,47,2,1214,4648,500,872,20,98,26565,1792,0.001769245,7.53E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.428,2
91744,2020/5/1,112,9,2836,6028,1178,826,21,98,87240,9924,0.001283815,0.000103164,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.407470289,6
91745,2020/5/1,51,2,2435,6135,1180,885,8,99,54975,4292,0.000927694,3.64E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.063559322,2
91746,2020/5/1,43,2,963,4936,402,784,31,96,30708,5513,0.001400287,6.51E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.395522388,1.5
91748,2020/5/1,55,7,2342,5267,1252,834,2,100,47084,3254,0.001168125,0.00014867,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,1.870607029,1.25
91750,2020/5/1,18,1,1816,7587,747,980,18,98,33836,1340,0.000531978,2.96E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.431057564,1
91754,2020/5/1,84,5,1293,5339,706,984,1,100,33058,7294,0.002540989,0.000151249,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,1.831444759,3.5
91765,2020/5/1,34,0,2369,7338,1212,938,3,100,47139,2491,0.000721271,0,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,1.954620462,1.25
91766,2020/5/1,176,7,2246,7603,924,830,24,97,72332,7114,0.002433225,9.68E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.430735931,8.25
91770,2020/5/1,47,6,2559,4513,1304,850,3,100,63425,9874,0.000741033,9.46E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,1.962423313,3.5
91773,2020/5/1,29,1,1596,4943,688,935,14,99,34496,2411,0.000840677,2.90E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.319767442,1
91775,2020/5/1,14,1,1118,4156,544,1046,6,99,25192,8221,0.000555732,3.97E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.055147059,0.75
91776,2020/5/1,30,0,1598,4817,902,876,2,100,38410,11280,0.000781047,0,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,1.771618625,3
91780,2020/5/1,51,3,1522,4856,794,994,2,100,35351,9232,0.001442675,8.49E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,1.916876574,5.25
91789,2020/5/1,23,0,1976,5477,1053,997,2,100,44474,2844,0.000517156,0,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,1.87654321,0.5
91791,2020/5/1,133,10,1472,5356,637,960,13,99,34363,5179,0.003870442,0.000291011,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.310832025,4.25
91803,2020/5/1,85,4,1194,3980,625,861,3,100,30385,9303,0.002797433,0.000131644,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,1.9104,3.5
93510,2020/5/1,8,0,543,14919,182,742,53,93,7626,106,0.001049043,0,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.983516484,0
93532,2020/5/1,1,0,63,24174,27,813,18,98,2871,25,0.000348311,0,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.333333333,0
93535,2020/5/1,17,0,3240,9124,1355,701,18,97,72948,282,0.000233043,0,1,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.391143911,0.25
93536,2020/5/1,350,29,3274,8362,1300,904,26,97,72383,298,0.00483539,0.000400647,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.518461538,8.25
93543,2020/5/1,12,2,493,9484,196,740,27,96,15135,254,0.000792864,0.000132144,1,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.515306122,0
93550,2020/5/1,419,22,2829,8815,1213,799,18,98,77006,392,0.005441134,0.000285692,1,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.33223413,4.5
93551,2020/5/1,4,0,2741,8987,1152,849,17,98,51085,698,7.83E-05,0,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.379340278,0
93552,2020/5/1,3,1,1699,9590,717,782,19,98,40266,830,7.45E-05,2.48E-05,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,2.369595537,0
93553,2020/5/1,9,0,168,22305,54,564,54,91,1781,20,0.005053341,0,2,68.53,28.52,66.7,-48,-12,-30,-46,-48,23,3.111111111,0.75
90001,2020/5/2,216,14,1783,4698,776,773,16,98,58975,16840,0.003662569,0.000237389,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.297680412,6.75
90002,2020/5/2,168,8,1625,5189,629,723,26,97,53111,17345,0.003163187,0.000150628,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.583465819,6
90003,2020/5/2,262,3,1423,5194,614,810,11,99,72741,20484,0.00360182,4.12E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.317589577,9.75
90004,2020/5/2,429,12,1781,3458,837,949,5,99,61586,20205,0.006965869,0.000194849,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.127837515,4.5
90006,2020/5/2,720,23,1443,3872,623,818,15,98,61698,32134,0.011669746,0.000372784,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.316211878,38
90007,2020/5/2,226,5,1042,4457,523,765,6,99,41716,16909,0.005417586,0.000119858,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,1.992351816,7.25
90008,2020/5/2,98,4,868,4345,384,717,7,99,31739,8641,0.003087684,0.000126028,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.260416667,3.5
90011,2020/5/2,342,8,2963,6206,1170,744,24,97,109414,25528,0.003125743,7.31E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.532478632,16.5
90012,2020/5/2,22,0,751,6161,352,811,11,99,35913,11104,0.000612592,0,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.133522727,0.5
90013,2020/5/2,125,6,391,6932,194,423,6,99,11937,17789,0.010471643,0.000502639,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.015463918,13.25
90014,2020/5/2,71,3,233,7072,92,266,16,94,8335,29452,0.008518296,0.000359928,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.532608696,1.5
90016,2020/5/2,139,2,1235,5413,520,797,15,98,46581,12842,0.002984049,4.29E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.375,3.5
90018,2020/5/2,173,4,1250,5605,562,776,12,98,53256,18389,0.00324846,7.51E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.224199288,3.5
90019,2020/5/2,108,2,1801,4199,770,873,11,99,66245,17038,0.001630312,3.02E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.338961039,2
90020,2020/5/2,196,7,1687,3420,831,1031,6,99,39102,34603,0.005012531,0.000179019,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.030084236,3.25
90022,2020/5/2,398,8,1688,5029,708,859,16,98,65890,15036,0.00604037,0.000121414,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.384180791,9.25
90024,2020/5/2,52,3,1056,4745,488,894,13,99,50288,17186,0.001034044,5.97E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.163934426,0.5
90025,2020/5/2,89,1,1158,4423,549,883,8,99,47967,18671,0.001855442,2.08E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.109289617,1.25
90026,2020/5/2,259,5,1450,6433,641,816,13,98,69589,16466,0.003721853,7.19E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.262090484,7.75
90028,2020/5/2,13,0,829,4581,424,729,4,99,30734,20166,0.000422984,0,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,1.955188679,0.75
90029,2020/5/2,225,4,826,4713,382,821,7,99,37898,27825,0.005936989,0.000105546,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.162303665,5.5
90031,2020/5/2,102,1,1016,4816,434,813,15,98,38535,11159,0.002646944,2.60E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.341013825,4
90032,2020/5/2,98,2,1275,5523,563,854,9,99,47627,9990,0.002057656,4.20E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.264653641,2.25
90033,2020/5/2,220,11,1267,6925,556,749,16,98,47583,14564,0.0046235,0.000231175,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.278776978,12.75
90034,2020/5/2,185,11,1675,4251,789,926,6,99,55652,17888,0.003324229,0.000197657,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.122940431,0.5
90035,2020/5/2,89,1,630,6356,311,846,7,99,28085,13646,0.003168951,3.56E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.025723473,2
90036,2020/5/2,48,1,1360,4154,632,785,7,99,37988,15373,0.001263557,2.63E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.151898734,0.25
90037,2020/5/2,180,15,1889,4921,801,736,20,97,65016,22909,0.002768549,0.000230712,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.358302122,7.5
90039,2020/5/2,152,5,618,5671,295,954,4,100,29589,7848,0.005137044,0.000168982,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.094915254,4.25
90040,2020/5/2,13,0,567,9235,186,582,29,95,12645,2265,0.001028074,0,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,3.048387097,1.5
90041,2020/5/2,93,2,831,3719,379,988,6,99,29516,8176,0.003150833,6.78E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.192612137,5.25
90042,2020/5/2,95,1,1288,5337,576,1021,10,99,63911,13759,0.001486442,1.56E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.236111111,3
90043,2020/5/2,321,10,1517,5765,674,783,10,99,44627,10795,0.007192955,0.00022408,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.25074184,8.25
90044,2020/5/2,212,4,3037,5472,1288,727,15,98,96436,18772,0.002198349,4.15E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.357919255,5.5
90045,2020/5/2,66,0,1069,4759,475,1096,18,98,41149,3836,0.001603927,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.250526316,1
90046,2020/5/2,196,3,1269,7219,609,722,7,99,50587,8750,0.003874513,5.93E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.083743842,2
90047,2020/5/2,148,1,1486,6349,571,747,23,97,48883,10332,0.003027637,2.05E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.602451839,4.75
90048,2020/5/2,69,5,387,5022,159,755,15,98,22892,12144,0.003014153,0.000218417,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.433962264,0.5
90049,2020/5/2,66,0,1079,4355,434,1146,15,99,36964,2460,0.001785521,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.486175115,0.5
90056,2020/5/2,15,0,257,4903,125,1044,3,100,7795,4933,0.00192431,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.056,0
90058,2020/5/2,1,0,182,7207,62,252,41,86,2758,474,0.000362582,0,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.935483871,0
90059,2020/5/2,56,4,1132,5680,450,739,25,97,45952,13870,0.001218663,8.70E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.515555556,4.25
90061,2020/5/2,97,1,942,5874,347,696,19,97,27646,10385,0.003508645,3.62E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.714697406,3
90064,2020/5/2,31,1,800,4621,375,1142,9,99,25429,6357,0.001219081,3.93E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.133333333,0
90065,2020/5/2,163,5,1170,4757,511,929,13,99,47887,9071,0.003403847,0.000104412,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.28962818,4
90066,2020/5/2,107,4,1258,3814,581,975,7,99,59394,12064,0.001801529,6.73E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.165232358,0.5
90068,2020/5/2,96,4,680,6217,294,673,14,98,20982,2754,0.00457535,0.00019064,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.31292517,2.75
90069,2020/5/2,139,2,639,5562,321,713,4,99,20435,9666,0.006802055,9.79E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,1.990654206,1
90077,2020/5/2,29,0,510,5944,242,1194,3,100,8993,1226,0.00322473,0,3,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.107438017,0
90094,2020/5/2,20,0,258,3494,124,1173,5,100,9368,15332,0.002134927,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.080645161,0
90201,2020/5/2,322,10,2665,4693,1132,787,18,98,102433,17253,0.003143518,9.76E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.354240283,7.75
90210,2020/5/2,142,2,952,4059,404,1159,12,99,19909,1966,0.007132453,0.000100457,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.356435644,1.5
90220,2020/5/2,238,5,1652,5576,690,751,17,98,53703,7770,0.004431782,9.31E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.394202899,7.25
90221,2020/5/2,23,0,1619,5392,724,743,13,98,52322,9812,0.000439586,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.236187845,0.75
90222,2020/5/2,4,0,774,4541,316,836,28,97,32850,12847,0.000121766,0,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.449367089,0
90230,2020/5/2,67,1,966,3563,472,962,5,99,32808,7277,0.002042185,3.05E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.046610169,6.25
90241,2020/5/2,233,9,1575,4425,637,880,20,98,44143,8963,0.0052783,0.000203883,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.472527473,8.75
90245,2020/5/2,27,0,693,4704,267,1012,17,98,16850,3084,0.001602374,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.595505618,0
90247,2020/5/2,160,2,1375,5638,631,931,5,99,47531,12661,0.003366224,4.21E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.179080824,3.5
90248,2020/5/2,73,1,260,6303,116,1079,16,99,11512,2452,0.006341209,8.69E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.24137931,1.5
90249,2020/5/2,11,0,1027,5039,463,965,7,99,26587,8927,0.000413736,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.218142549,0.5
90250,2020/5/2,221,8,3214,4308,1534,866,6,99,96836,14463,0.002282209,8.26E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.09517601,5.5
90254,2020/5/2,23,0,622,2482,241,996,28,97,19650,13770,0.001170483,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.580912863,0
90255,2020/5/2,205,5,1830,3776,767,827,15,98,75560,20322,0.002713076,6.62E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.385919166,6.25
90262,2020/5/2,199,7,1888,5008,800,803,13,98,70936,14677,0.002805346,9.87E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.36,7.25
90265,2020/5/2,44,0,534,13673,235,1011,16,98,18389,170,0.002392735,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.272340426,0.5
90266,2020/5/2,66,0,1256,2842,508,1090,20,98,35573,9037,0.00185534,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.472440945,0.75
90270,2020/5/2,70,1,649,4559,264,809,13,98,27454,21754,0.00254972,3.64E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.458333333,4.25
90272,2020/5/2,41,1,842,3679,362,1187,15,99,22551,987,0.001818101,4.43E-05,3,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.325966851,0.25
90274,2020/5/2,52,0,1124,4028,484,1187,11,99,25279,2111,0.002057043,0,3,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.32231405,0
90275,2020/5/2,119,0,1712,4360,863,1241,3,100,42421,3138,0.002805214,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,1.98377752,1.5
90278,2020/5/2,108,1,1391,3372,647,1090,9,99,40649,11281,0.002656892,2.46E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.14992272,0.75
90280,2020/5/2,261,7,2646,4318,1138,888,13,99,95103,13018,0.002744393,7.36E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.32513181,4.25
90291,2020/5/2,49,1,551,5629,249,808,12,99,27525,11018,0.0017802,3.63E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.212851406,1
90292,2020/5/2,20,0,655,3939,312,851,6,99,22490,11029,0.000889284,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.099358974,0.5
90293,2020/5/2,1,0,415,4546,192,1016,5,100,12694,4430,7.88E-05,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.161458333,0
90304,2020/5/2,48,2,662,4607,264,826,18,98,25591,16331,0.001875659,7.82E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.507575758,2
90403,2020/5/2,168,4,488,3715,234,951,5,99,24354,17054,0.006898251,0.000164244,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.085470085,1.5
90502,2020/5/2,65,2,698,4566,325,979,4,100,18188,8137,0.003573785,0.000109963,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.147692308,1.25
90503,2020/5/2,277,7,1893,4204,920,1190,4,100,44908,8478,0.006168166,0.000155874,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.057608696,3.25
90505,2020/5/2,77,2,1639,2881,785,1159,5,100,37641,6495,0.002045642,5.31E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.087898089,0.25
90601,2020/5/2,13,0,1142,6198,497,964,12,99,33058,2913,0.000393248,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.29778672,0.25
90602,2020/5/2,123,5,893,4314,397,922,8,99,25981,7001,0.004734229,0.000192448,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.249370277,6.25
90604,2020/5/2,76,1,1753,4061,760,1012,9,99,42063,9871,0.001806814,2.38E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.306578947,1.75
90606,2020/5/2,38,2,968,4480,419,915,9,99,32803,8671,0.001158431,6.10E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.31026253,3.5
90631,2020/5/2,2,0,135,3396,53,960,14,99,67619,4872,2.96E-05,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.547169811,0.75
90638,2020/5/2,68,2,2217,4922,903,1098,15,99,49383,6275,0.001376992,4.05E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.455149502,2
90640,2020/5/2,144,5,2163,4617,956,979,9,99,63177,7440,0.002279311,7.91E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.262552301,3.75
90650,2020/5/2,201,8,3739,5258,1607,937,16,98,105886,10793,0.001898268,7.56E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.326695706,6.5
90660,2020/5/2,186,3,2023,4961,859,935,12,99,63380,8178,0.00293468,4.73E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.355064028,5.25
90670,2020/5/2,27,1,694,6258,262,913,26,97,16578,1959,0.001628664,6.03E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.648854962,1
90701,2020/5/2,14,0,614,5214,285,1132,6,99,16858,10342,0.000830466,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.154385965,0
90703,2020/5/2,55,3,2368,4145,1158,1114,5,100,50963,5806,0.001079214,5.89E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.044905009,2.5
90706,2020/5/2,139,2,2733,5154,1127,913,17,98,77529,12693,0.001792878,2.58E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.425022183,4.25
90710,2020/5/2,50,1,1004,4712,473,1032,12,99,28185,11947,0.001773993,3.55E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.122621564,1
90713,2020/5/2,84,1,1243,3821,526,1165,11,99,29061,8562,0.002890472,3.44E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.363117871,2.5
90716,2020/5/2,10,0,290,3127,110,1022,17,98,14344,15407,0.000697156,0,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.636363636,1.25
90717,2020/5/2,34,0,753,4285,352,909,13,99,21696,10957,0.001567109,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.139204545,0.5
90723,2020/5/2,143,7,1564,4943,655,864,14,98,54776,11691,0.002610632,0.000127793,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.38778626,2.75
90731,2020/5/2,578,51,1790,5358,758,849,11,99,61850,6717,0.00934519,0.000824576,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.361477573,29.75
90732,2020/5/2,6,0,952,4127,375,1053,19,98,22273,6512,0.000269384,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.538666667,0.25
90744,2020/5/2,98,1,1513,4190,655,733,18,98,57206,6862,0.001713107,1.75E-05,1,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.309923664,2.75
90745,2020/5/2,12,0,2103,4374,951,993,15,99,56821,6845,0.00021119,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.211356467,1
90746,2020/5/2,245,0,854,7001,400,876,9,99,26996,4628,0.009075419,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.135,6.5
90755,2020/5/2,717,1,429,5905,179,883,14,98,11074,5082,0.064746252,9.03E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.396648045,22.5
91001,2020/5/2,70,1,1117,5536,520,966,6,99,37711,4558,0.001856222,2.65E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.148076923,4.75
91006,2020/5/2,4,0,1597,5055,850,1149,2,100,33012,5225,0.000121168,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,1.878823529,0
91007,2020/5/2,43,4,1580,4427,883,1124,1,100,34523,6210,0.001245546,0.000115865,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,1.789354473,2
91008,2020/5/2,73,5,45,2872,24,1180,0,100,1391,687,0.05248023,0.003594536,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,1.875,2
91010,2020/5/2,9,0,1047,6753,457,979,10,99,26601,3778,0.000338333,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.291028446,0
91011,2020/5/2,36,0,843,6207,393,1251,3,100,20423,1722,0.001762719,0,3,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.145038168,1
91016,2020/5/2,58,1,1554,3263,714,1029,7,99,41671,4910,0.001391855,2.40E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.176470588,5.5
91024,2020/5/2,5,0,345,4551,157,1087,10,99,11006,3727,0.000454298,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.197452229,0.5
91030,2020/5/2,91,9,888,4696,426,1122,4,100,25794,7562,0.003527952,0.000348918,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.084507042,1.5
91040,2020/5/2,156,1,1003,7354,434,1014,11,99,20207,2463,0.007720097,4.95E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.311059908,2
91042,2020/5/2,72,0,1086,6749,535,1016,3,100,26631,533,0.002703616,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.029906542,1.25
91104,2020/5/2,411,5,1039,4505,467,975,11,99,37974,9985,0.010823195,0.000131669,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.2248394,19.25
91108,2020/5/2,11,0,525,4017,267,1113,6,99,13538,3551,0.000812528,0,3,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,1.966292135,1.5
91208,2020/5/2,610,22,538,4866,238,1175,12,99,13538,3551,0.045058354,0.001625055,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.260504202,17.75
91301,2020/5/2,31,0,1311,5855,620,1170,7,99,25631,751,0.001209473,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.114516129,0.25
91302,2020/5/2,38,0,1461,6094,678,1224,9,99,26634,997,0.001426748,0,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.154867257,0.25
91304,2020/5/2,344,3,2136,4911,962,954,11,99,53761,5716,0.006398691,5.58E-05,2,63.88,25.62,65.73,-51,-11,-41,-43,-35,16,2.22037422,6
